transaction_id,amount,transaction_type,time_of_day,customer_id,location,flagged_fraud
1387,7736.996525609141,refund,night,892,online,no
1388,1317.4278705763147,credit,afternoon,655,online,no
1389,9698.512240334661,refund,morning,36,online,no
1390,4543.3575184225565,debit,morning,303,in-store,no
1391,2368.144128831175,credit,evening,438,online,no
1392,744.2325058268265,credit,morning,726,in-store,no
1393,1705.881471824532,debit,morning,32,online,no
1394,5202.541746074617,refund,evening,186,online,no
1395,3376.66173254855,debit,night,174,in-store,no
1396,8290.544825167268,debit,morning,566,online,no
1397,4314.566361381441,refund,night,673,online,no
1398,2494.655583150423,debit,evening,250,online,no
1399,6175.27841617426,refund,night,763,online,no
1400,7070.704396685604,refund,night,935,online,no
1401,1678.748659930489,debit,evening,279,in-store,no
1402,1684.5159707202934,refund,night,683,online,no
1403,376.3475550660943,debit,morning,695,in-store,no
1404,7366.6561305057485,refund,morning,2,online,no
1405,6641.4072309418325,credit,morning,194,online,no
1406,4751.56244874064,refund,morning,166,in-store,no
1407,8443.26278520228,refund,night,759,online,no
1408,8058.644827971031,debit,morning,925,online,no
1409,5857.690100323554,refund,night,756,in-store,no
1410,8684.030092327454,credit,afternoon,110,in-store,no
1411,2066.3536882673147,credit,night,380,online,no
1412,1128.0769977833015,refund,morning,835,in-store,no
1413,2704.7986190547263,refund,afternoon,999,in-store,no
1414,580.2976923322553,credit,evening,583,in-store,no
1415,5316.38358473031,debit,night,676,in-store,yes
1416,9366.690866026665,credit,morning,285,online,no
1417,403.0419712784114,credit,morning,887,online,no
1418,1229.8780409601677,refund,morning,421,in-store,no
1419,4527.468292551518,refund,evening,113,online,no
1420,9339.41142510377,credit,afternoon,228,in-store,no
1421,3168.3994887177378,debit,afternoon,471,online,no
1422,5077.2757387970405,credit,morning,813,online,no
1423,425.31286191341707,credit,night,528,in-store,no
1424,1491.9485776112676,debit,morning,496,in-store,no
1425,9866.43492835888,credit,morning,31,online,no
1426,9651.535777396095,credit,night,162,online,no
1427,59.35040953475206,refund,morning,818,online,no
1428,9518.599736378157,debit,evening,705,in-store,no
1429,6394.808178776849,refund,morning,722,online,no
1430,8680.50376225502,refund,evening,378,in-store,no
1431,4552.851157782253,debit,morning,446,in-store,no
1432,5160.80432550671,debit,afternoon,744,in-store,no
1433,4893.5773367666325,credit,night,427,online,no
1434,6671.973932885582,refund,afternoon,696,in-store,no
1435,1405.116035015566,debit,morning,504,online,yes
1436,309.4361628280528,refund,morning,527,in-store,no
1437,3086.2201164959974,refund,evening,944,online,no
1438,7049.760819739101,debit,morning,817,online,no
1439,2026.515986708254,credit,morning,721,in-store,no
1440,6737.590008915924,refund,morning,684,in-store,no
1441,9699.421340611632,debit,afternoon,778,online,no
1442,948.0681507362897,credit,evening,532,online,no
1443,6729.295161069012,refund,afternoon,582,in-store,no
1444,4443.064690852666,debit,evening,520,in-store,no
1445,8682.741121231278,refund,afternoon,941,online,no
1446,1779.7263965793852,debit,morning,34,online,no
1447,6929.333262739384,debit,afternoon,736,in-store,no
1448,8382.77174358462,refund,afternoon,691,online,no
1449,9446.696052545492,refund,evening,758,in-store,no
1450,6835.647802613562,debit,evening,490,in-store,no
1451,4976.775892444189,credit,afternoon,772,in-store,no
1452,6182.293929610127,refund,evening,620,in-store,no
1453,8690.360794942395,debit,evening,754,online,no
1454,5710.391368921909,debit,evening,423,in-store,no
1455,313.56672637140025,credit,night,468,in-store,no
1456,9310.177468114709,credit,evening,24,online,no
1457,6898.372242805296,credit,night,216,online,no
1458,6768.368723914693,refund,night,55,in-store,no
1459,2164.5947724531948,debit,evening,26,in-store,no
1460,6592.265847624245,debit,afternoon,281,in-store,no
1461,3944.7054124850433,debit,evening,804,in-store,no
1462,6515.817440644506,credit,morning,327,in-store,no
1463,1074.8643727768274,debit,afternoon,970,in-store,no
1464,6581.87459298433,refund,night,186,online,no
1465,9994.143120448958,credit,night,495,online,no
1466,491.6382682169547,credit,afternoon,12,in-store,no
1467,9771.97010037096,credit,afternoon,641,online,no
1468,4075.010527621477,credit,evening,884,online,no
1469,8708.826968869218,refund,night,434,in-store,no
1470,7826.030985742152,debit,morning,921,online,no
1471,5674.492447256811,refund,evening,208,online,no
1472,7387.107600420752,debit,afternoon,133,in-store,no
1473,8786.370457400466,refund,night,339,in-store,no
1474,4047.3618132938195,credit,afternoon,196,in-store,no
1475,3277.0612840167546,credit,afternoon,262,online,no
1476,6679.257921780211,refund,afternoon,282,in-store,no
1477,8080.380959993173,refund,evening,369,online,no
1478,7625.228496418391,debit,morning,103,in-store,no
1479,7980.158352097758,refund,morning,632,in-store,no
1480,4361.477314981201,refund,night,183,in-store,no
1481,8180.163819588466,debit,afternoon,423,in-store,no
1482,1210.8884631523783,debit,morning,9,online,no
1483,5449.446088628887,debit,afternoon,557,online,no
1484,67.52901837623449,refund,night,244,in-store,no
1485,3252.6124407037,debit,afternoon,782,online,no
1486,3670.9507333652646,credit,morning,624,in-store,no
1487,3967.7651891764613,credit,afternoon,567,in-store,no
1488,6957.717394831723,credit,morning,393,online,no
1489,3891.695431690754,refund,night,527,online,no
1490,4492.449289999081,credit,afternoon,37,in-store,no
1491,2383.0658674345314,refund,morning,178,in-store,no
1492,3738.7853983771074,refund,night,639,in-store,no
1493,2280.423576358883,credit,afternoon,629,online,no
1494,741.2272784467519,debit,night,852,in-store,no
1495,6038.451447879966,refund,morning,72,in-store,no
1496,6685.445857564612,credit,afternoon,352,in-store,no
1497,6198.708556636049,refund,afternoon,623,in-store,no
1498,4640.305497567718,debit,afternoon,149,in-store,no
1499,3804.059943990506,debit,night,697,in-store,no
1500,8634.703159222534,credit,night,105,online,no
1501,5195.627033510818,refund,morning,659,in-store,no
1502,4797.026957521012,refund,evening,221,in-store,no
1503,266.1642374062925,refund,afternoon,826,online,no
1504,3419.0657979853017,refund,afternoon,863,online,no
1505,3808.154231670712,credit,morning,374,in-store,no
1506,3994.239581160036,debit,afternoon,518,online,no
1507,5805.921968581049,credit,night,260,in-store,no
1508,5340.689441801515,refund,night,299,online,no
1509,6082.971877006512,refund,afternoon,861,online,no
1510,7651.1837828058615,debit,afternoon,42,in-store,no
1511,8131.727529773774,refund,night,771,online,no
1512,7184.049531502679,credit,afternoon,897,in-store,no
1513,9555.681722589798,credit,night,492,online,no
1514,192.1435009368527,debit,evening,439,in-store,no
1515,1965.8220769786255,credit,evening,783,online,no
1516,85.55312103163978,credit,afternoon,47,in-store,no
1517,6478.272394404484,credit,afternoon,85,in-store,no
1518,8981.32518401037,credit,afternoon,686,in-store,no
1519,2442.3881427972296,refund,night,58,in-store,no
1520,9271.075102515104,credit,evening,991,online,no
1521,612.0712289927129,debit,evening,711,in-store,no
1522,9345.015907787089,debit,morning,209,online,no
1523,3522.7106455239477,credit,morning,248,online,no
1524,1023.194076207673,debit,afternoon,211,in-store,no
1525,4863.858874271393,credit,night,39,in-store,no
1526,2575.1979115278746,debit,afternoon,252,online,no
1527,2855.880290599609,debit,evening,643,online,no
1528,3079.8267496136027,credit,afternoon,926,online,no
1529,8032.228719348308,credit,afternoon,803,in-store,no
1530,5396.221153985793,refund,evening,762,in-store,no
1531,3119.9639145684764,credit,evening,953,online,no
1532,6107.234495276074,credit,evening,413,online,no
1533,7164.345235489704,refund,evening,946,online,no
1534,2733.5137673280024,credit,morning,446,in-store,no
1535,4141.355524238262,credit,night,52,online,no
1536,1227.642072436106,refund,night,374,online,no
1537,1819.6820018514563,credit,evening,526,online,no
1538,6814.3673611101785,credit,night,931,online,no
1539,1822.569093479313,refund,night,156,in-store,no
1540,5256.382202833931,refund,night,954,online,no
1541,7093.372154607103,debit,night,542,in-store,no
1542,1077.700461716491,credit,evening,90,in-store,no
1543,5677.449074092747,debit,afternoon,903,online,no
1544,2573.062209176624,debit,afternoon,679,in-store,no
1545,9629.639483623423,refund,afternoon,351,online,no
1546,4840.621010732048,credit,morning,69,online,no
1547,8061.86557225383,credit,night,163,online,no
1548,5506.763156141055,refund,evening,242,online,no
1549,443.69120321964346,debit,evening,495,online,no
1550,6335.1822421842835,refund,morning,383,in-store,no
1551,9514.519388644503,credit,evening,52,in-store,no
1552,6020.102083261849,refund,afternoon,654,online,no
1553,8193.696705673634,credit,morning,63,in-store,no
1554,8843.222568850593,debit,evening,509,online,no
1555,2288.5169217698353,credit,morning,292,in-store,no
1556,2128.327950683184,debit,morning,91,in-store,no
1557,6113.700078621408,debit,evening,664,online,no
1558,4116.17441336898,credit,afternoon,424,in-store,no
1559,8400.214415638537,credit,evening,669,in-store,no
1560,9001.231002746132,debit,night,821,in-store,no
1561,3540.679579234154,refund,night,365,online,no
1562,2376.336884155076,credit,evening,150,in-store,no
1563,7807.449897286179,debit,afternoon,840,in-store,no
1564,2755.3122951258797,debit,night,271,in-store,yes
1565,8227.917041951647,refund,night,881,in-store,no
1566,4243.145153951141,credit,evening,581,in-store,no
1567,6678.82349392179,debit,evening,116,in-store,no
1568,964.3977852083351,refund,evening,704,in-store,no
1569,6242.354653518964,debit,morning,516,in-store,no
1570,4523.159110584919,credit,morning,587,in-store,no
1571,5870.218547122986,refund,morning,914,online,no
1572,1688.4619353711855,debit,evening,810,in-store,no
1573,7371.36871199238,refund,afternoon,241,in-store,no
1574,8629.342804656853,credit,night,30,in-store,no
1575,2175.2306029068486,refund,morning,143,in-store,no
1576,966.1884096464156,credit,afternoon,326,in-store,no
1577,246.1494746029006,debit,evening,695,online,no
1578,6423.295289428227,credit,morning,949,online,no
1579,6074.869420526919,debit,evening,16,online,no
1580,5471.507153013559,debit,afternoon,111,online,yes
1581,2327.1514901985943,credit,morning,872,in-store,no
1582,3915.1508990960915,debit,morning,713,in-store,no
1583,5948.818588509868,refund,morning,107,in-store,no
1584,4972.7009200031025,debit,morning,379,online,no
1585,9877.977346946724,credit,afternoon,162,online,no
1586,1373.033128041764,refund,morning,283,online,no
1587,6954.494094935462,refund,night,269,online,no
1588,4049.144493361878,debit,night,484,in-store,no
1589,4287.714153106891,debit,evening,667,in-store,no
1590,7178.801678925181,credit,morning,73,online,no
1591,6927.437151730453,refund,night,197,in-store,no
1592,9912.64737708486,credit,night,243,online,no
1593,1292.658951646711,debit,night,598,online,no
1594,1050.0553973478218,refund,afternoon,799,online,no
1595,7246.144783116124,credit,morning,259,online,no
1596,5788.085300894027,credit,afternoon,798,in-store,no
1597,2748.8650589324607,credit,afternoon,149,in-store,no
1598,803.3994961999762,credit,night,867,online,no
1599,865.7259134683411,credit,night,390,online,no
1600,8942.966837894543,refund,evening,988,in-store,no
1601,1926.7545739402417,credit,morning,416,in-store,no
1602,3240.481905534052,refund,morning,426,online,no
1603,2274.2974582476104,credit,night,997,online,no
1604,3556.4130952610535,debit,night,702,online,yes
1605,703.5441890334728,debit,morning,217,online,no
1606,5195.407311173621,credit,evening,928,online,no
1607,685.4495102862269,debit,night,867,in-store,no
1608,8005.561513145392,refund,evening,86,in-store,no
1609,2344.783698285226,credit,afternoon,216,online,no
1610,5404.719026899061,refund,night,423,online,no
1611,8801.990084738967,credit,afternoon,320,online,no
1612,6512.26491678147,debit,night,118,online,no
1613,5334.24828764784,refund,afternoon,926,in-store,no
1614,3250.0941936226022,debit,night,959,in-store,no
1615,3336.6891114513974,debit,evening,882,online,yes
1616,6698.174682429919,credit,evening,992,in-store,no
1617,9941.452218599463,refund,evening,415,online,no
1618,6621.773506595292,debit,afternoon,599,online,no
1619,5582.256339526549,credit,evening,40,in-store,no
1620,7309.198597290068,credit,afternoon,161,online,no
1621,4657.4040667143445,credit,night,703,in-store,no
1622,610.8220025818443,debit,afternoon,537,online,no
1623,5627.345190620319,credit,night,420,online,no
1624,9576.676592208749,refund,morning,664,online,no
1625,1761.2763941530197,refund,morning,95,online,no
1626,6903.148859298451,debit,morning,442,in-store,no
1627,2017.3275497039742,refund,afternoon,935,online,no
1628,5362.918567886082,credit,morning,558,in-store,no
1629,975.797731970729,debit,morning,973,in-store,no
1630,4509.205653219269,credit,morning,650,online,no
1631,7564.071655663508,debit,night,983,in-store,yes
1632,3482.239527147431,debit,evening,466,online,no
1633,6652.468127627308,credit,afternoon,288,in-store,no
1634,7956.545108289394,refund,morning,865,in-store,no
1635,9272.506416599732,refund,night,676,online,no
1636,2354.0743977359807,debit,evening,412,online,no
1637,3999.1659989349882,credit,evening,400,in-store,no
1638,1532.63597317087,credit,evening,528,online,no
1639,9924.910186562169,debit,night,18,online,no
1640,9270.73966956371,refund,morning,136,in-store,no
1641,5404.17173150279,credit,evening,464,in-store,no
1642,8421.91261082045,refund,night,759,online,no
1643,5214.370192947701,refund,night,248,in-store,no
1644,6239.62102314757,debit,afternoon,843,online,no
1645,900.353076839006,debit,night,710,online,no
1646,7555.1515007631115,refund,evening,1,in-store,no
1647,1285.8577015159958,credit,evening,702,online,no
1648,8262.415626222759,credit,night,381,in-store,no
1649,7822.460595827155,debit,evening,509,online,no
1650,7090.359530452334,refund,night,460,online,no
1651,371.2422014423735,credit,evening,505,online,no
1652,3038.252275893833,credit,afternoon,806,in-store,no
1653,2638.4945734093203,debit,morning,476,in-store,no
1654,3607.7627106404757,refund,afternoon,557,online,no
1655,885.551040170747,credit,afternoon,954,in-store,no
1656,9370.208652080317,debit,morning,849,in-store,no
1657,5542.4843847166385,credit,evening,897,online,no
1658,3062.1878634736554,credit,morning,32,in-store,no
1659,3975.845355572091,credit,night,904,in-store,no
1660,4477.553379643308,debit,morning,118,in-store,no
1661,6009.9373902725665,refund,afternoon,808,online,no
1662,5161.637482688013,debit,morning,184,online,no
1663,9194.725812412029,refund,evening,191,in-store,no
1664,4974.665194229245,credit,afternoon,747,online,no
1665,9921.658568084893,refund,night,750,in-store,no
1666,8515.735327873506,credit,evening,728,online,no
1667,2093.0200384297846,credit,afternoon,74,in-store,no
1668,9306.646194292724,debit,night,623,online,no
1669,1172.500314875906,credit,evening,103,in-store,no
1670,8176.322587827004,debit,night,871,online,no
1671,3812.426701831035,refund,morning,586,in-store,no
1672,8780.963461246245,refund,morning,420,online,no
1673,8681.886334173429,credit,night,473,online,no
1674,8061.194747175035,debit,morning,764,online,no
1675,7902.404058707543,credit,night,114,in-store,no
1676,3053.7445995894273,debit,evening,379,in-store,no
1677,818.3836376820093,debit,afternoon,313,in-store,no
1678,4035.771985863963,debit,night,330,online,no
1679,1743.5099047152216,refund,afternoon,339,in-store,no
1680,6952.561378135592,debit,afternoon,238,online,no
1681,3467.5362681124775,refund,night,173,online,no
1682,9756.34590659055,debit,morning,79,online,no
1683,6413.311052679866,refund,evening,464,in-store,no
1684,8226.580830707266,refund,afternoon,898,online,no
1685,1333.9214806910659,refund,evening,605,in-store,no
1686,8621.524677903499,credit,afternoon,964,in-store,no
1687,9228.34433322881,debit,night,501,online,no
1688,4875.74856900117,credit,morning,562,in-store,no
1689,6066.466848132264,debit,evening,285,online,no
1690,7650.449911020924,debit,afternoon,223,online,no
1691,1756.6378863315213,credit,night,593,in-store,no
1692,5030.635103869789,refund,night,266,online,no
1693,3992.643647445408,debit,afternoon,667,online,no
1694,1472.2761817008686,refund,afternoon,373,online,no
1695,3681.668878692399,credit,afternoon,233,in-store,no
1696,691.0413707610808,refund,morning,911,in-store,no
1697,267.860950425375,debit,afternoon,828,in-store,no
1698,1360.3112286566793,debit,afternoon,236,online,no
1699,9631.519964775847,debit,morning,671,online,no
1700,5499.800063591219,credit,night,917,in-store,no
1701,9658.563389920668,debit,afternoon,828,in-store,no
1702,4330.653804518019,credit,evening,763,in-store,no
1703,3125.043169521743,refund,night,314,in-store,no
1704,5066.357209774039,debit,evening,937,in-store,no
1705,4400.721769442772,debit,afternoon,942,online,no
1706,1065.5901957748217,debit,morning,813,in-store,no
1707,6411.854883755161,refund,morning,380,online,no
1708,2168.2214432709,debit,morning,794,online,no
1709,6199.683669429318,credit,afternoon,614,online,no
1710,6505.5089130575525,refund,afternoon,563,online,no
1711,1528.7282827551946,refund,evening,420,in-store,no
1712,622.8827748355749,refund,morning,52,online,no
1713,7809.808244823714,refund,afternoon,721,in-store,no
1714,4603.406233455508,refund,night,819,online,no
1715,591.0563170997032,credit,afternoon,643,in-store,no
1716,9948.714508525974,refund,afternoon,509,in-store,no
1717,587.2278043537027,debit,night,782,online,no
1718,6953.401936296947,refund,morning,945,in-store,no
1719,9836.952463381502,refund,night,205,online,no
1720,2399.409241117097,refund,morning,731,in-store,no
1721,1431.07119318509,refund,night,257,online,no
1722,1222.6355448300646,refund,evening,185,online,no
1723,3039.7187242002797,credit,morning,145,in-store,no
1724,1019.4476519963605,credit,afternoon,690,in-store,no
1725,6924.691803524378,refund,evening,994,online,no
1726,632.2950633193263,credit,morning,14,online,no
1727,5099.1270602163995,debit,morning,246,in-store,no
1728,9967.001569991238,refund,morning,187,online,no
1729,8141.562992365128,debit,night,337,online,no
1730,6156.042187927798,debit,morning,259,online,no
1731,3069.4736716582506,refund,afternoon,866,in-store,no
1732,6242.719404553468,debit,morning,40,online,no
1733,5275.1442244774,debit,afternoon,601,online,no
1734,4266.573005064811,debit,afternoon,637,in-store,no
1735,1315.7966636345927,refund,afternoon,962,online,no
1736,8867.176110252263,refund,evening,418,online,no
1737,4503.348641725012,debit,afternoon,986,online,no
1738,1954.278893089443,refund,night,351,online,no
1739,3683.915915264123,refund,morning,9,in-store,no
1740,4147.156227763981,debit,night,350,online,no
1741,8277.103576713074,refund,evening,84,online,no
1742,7338.807661808406,credit,morning,533,online,no
1743,7695.355887476984,refund,afternoon,989,online,no
1744,120.20233164218567,credit,morning,793,online,no
1745,4167.3784418158175,debit,evening,358,in-store,no
1746,4818.628074836883,refund,evening,378,in-store,no
1747,201.7308454623363,debit,night,172,online,no
1748,2605.533955362892,debit,morning,25,online,no
1749,7605.295332990128,debit,morning,393,in-store,no
1750,1379.7259602327006,debit,morning,103,in-store,no
1751,5357.748213211391,debit,night,702,in-store,no
1752,2159.8667014522025,refund,evening,236,online,no
1753,131.08653869249378,credit,afternoon,410,online,no
1754,2419.6025614194195,refund,morning,825,online,yes
1755,9758.978811551437,refund,night,549,online,no
1756,8017.355747711066,refund,night,784,online,no
1757,9596.170676767124,refund,afternoon,805,online,no
1758,4883.661898824361,credit,evening,332,in-store,no
1759,1106.26462478826,refund,morning,664,in-store,no
1760,5484.115294847193,debit,morning,794,online,no
1761,4549.229572254009,refund,night,532,online,no
1762,8445.127256568763,refund,evening,649,online,no
1763,989.8449820346034,credit,morning,983,in-store,no
1764,4887.528958847564,credit,afternoon,871,in-store,no
1765,1508.9861602929027,debit,evening,29,in-store,no
1766,3253.5125096316992,refund,evening,543,in-store,no
1767,7376.197203104119,refund,night,19,online,no
1768,4765.421112393978,refund,night,148,in-store,no
1769,3765.1239686062354,debit,morning,471,in-store,no
1770,3950.818022914653,credit,night,491,online,no
1771,4599.873216375807,debit,evening,283,online,no
1772,7852.315272932198,refund,morning,862,online,no
1773,8921.926042512941,credit,morning,853,in-store,no
1774,9553.793518174243,credit,evening,812,online,no
1775,7871.164828690398,debit,morning,675,in-store,no
1776,3160.9148885226473,credit,afternoon,113,in-store,no
1777,6884.465713804556,credit,afternoon,455,in-store,no
1778,4381.655209313365,refund,morning,662,in-store,no
1779,2554.159514240051,refund,night,330,online,no
1780,8410.307078464966,credit,afternoon,255,online,no
1781,393.87922613362673,credit,morning,599,in-store,no
1782,9018.60230143288,debit,afternoon,399,online,no
1783,4620.159871601094,debit,night,862,in-store,no
1784,6375.642753314722,credit,evening,610,in-store,no
1785,6596.945682835769,refund,morning,909,online,no
1786,8952.226229658298,credit,morning,508,online,no
1787,6370.330124850401,credit,morning,644,in-store,no
1788,6143.196511753017,refund,morning,466,online,no
1789,675.8538852012928,refund,morning,824,in-store,no
1790,5188.896139232589,debit,morning,407,online,no
1791,1510.188318162246,debit,night,609,in-store,no
1792,7376.963349527641,debit,evening,98,in-store,no
1793,5127.096988918618,debit,night,290,online,no
1794,6805.475514291449,refund,night,868,online,no
1795,426.3122770178188,credit,evening,739,in-store,no
1796,857.0722402975741,debit,night,657,online,no
1797,7166.070646746196,debit,afternoon,156,online,no
1798,730.1225166267469,refund,night,782,in-store,no
1799,721.8547103749333,refund,morning,162,in-store,no
1800,130.96366759652562,credit,afternoon,624,online,no
1801,9565.448969011806,credit,afternoon,843,online,no
1802,7377.70851099548,refund,evening,697,in-store,yes
1803,3538.9815709356208,debit,night,717,in-store,no
1804,2972.3904570636755,debit,night,97,in-store,no
1805,3503.535265161037,debit,afternoon,377,in-store,no
1806,7748.788776500007,credit,night,567,in-store,no
1807,6617.09240459344,debit,night,450,in-store,no
1808,1860.1037229960048,debit,evening,994,in-store,no
1809,1749.3522599875025,refund,afternoon,117,in-store,no
1810,992.9725406368392,debit,morning,605,online,no
1811,6606.424169816368,refund,afternoon,805,online,no
1812,7646.082895595142,debit,evening,964,online,no
1813,2657.81381896679,credit,evening,716,in-store,no
1814,219.24016069881898,debit,evening,794,online,no
1815,830.8949580895091,debit,night,506,in-store,no
1816,9678.921748101855,refund,afternoon,189,online,no
1817,2961.4933269994285,refund,night,476,in-store,no
1818,7694.539246902955,refund,night,323,in-store,no
1819,6250.389052854095,debit,afternoon,596,online,no
1820,3825.57700013243,debit,evening,970,in-store,no
1821,2064.8157493335957,credit,morning,180,online,no
1822,1222.6503174124703,debit,morning,786,online,no
1823,6153.979550708277,credit,afternoon,181,online,no
1824,7748.5914685715015,refund,afternoon,959,online,no
1825,6442.603492875895,refund,evening,693,online,no
1826,5307.718311159091,refund,afternoon,795,online,no
1827,429.0927220820463,credit,afternoon,287,online,no
1828,9685.202888167894,debit,evening,475,online,no
1829,7989.1547746292,refund,evening,618,online,no
1830,2935.292146642638,debit,night,641,in-store,no
1831,9799.903590294918,debit,afternoon,262,in-store,no
1832,6022.797080466858,refund,morning,523,online,no
1833,5828.402355490392,credit,afternoon,162,in-store,no
1834,7483.251062501025,debit,morning,487,in-store,no
1835,8119.580183020475,refund,morning,980,online,no
1836,6568.221287241711,debit,morning,959,online,no
1837,1289.6765061983383,debit,night,181,in-store,no
1838,3389.292384885039,debit,evening,725,online,no
1839,9281.555566857236,debit,evening,469,online,no
1840,2253.909962320081,debit,night,786,online,no
1841,3727.9485681367582,credit,evening,21,in-store,no
1842,4326.448060612518,credit,night,275,online,yes
1843,4399.6558470475775,refund,afternoon,260,in-store,no
1844,6133.26642912031,credit,night,333,online,no
1845,9431.327619069629,credit,evening,466,online,no
1846,2414.5201912067246,credit,evening,116,in-store,no
1847,1223.7987492461714,debit,afternoon,413,online,no
1848,1982.7301937007737,debit,night,537,in-store,no
1849,8870.379753090603,refund,afternoon,952,in-store,no
1850,6461.650018425508,refund,morning,845,online,no
1851,2866.2088244992096,refund,night,766,online,no
1852,8161.309920296487,debit,afternoon,959,in-store,no
1853,8615.086263670726,credit,afternoon,923,in-store,no
1854,8466.678243515878,credit,evening,956,online,no
1855,9190.07607105915,debit,night,723,online,no
1856,2529.887791531882,refund,morning,817,online,no
1857,7552.86886817532,refund,morning,833,online,yes
1858,4610.789577768659,refund,night,934,online,no
1859,8421.565543371715,debit,night,851,in-store,no
1860,7287.621864844516,refund,afternoon,948,in-store,no
1861,7766.709990532249,refund,evening,257,in-store,no
1862,6565.056758433904,debit,evening,168,in-store,no
1863,1782.5134070023717,credit,evening,849,online,no
1864,5454.818919780414,debit,night,533,in-store,no
1865,9846.850697849837,debit,evening,598,online,no
1866,9374.506784306219,debit,afternoon,15,online,no
1867,441.3056206121466,debit,night,50,online,no
1868,1656.5000091370769,credit,night,999,online,no
1869,1325.9704468110735,refund,evening,304,online,no
1870,7262.539300753102,debit,morning,487,in-store,no
1871,8179.675445270881,credit,morning,416,online,no
1872,2142.9785494436123,refund,afternoon,305,online,no
1873,5063.468402588772,refund,evening,196,online,no
1874,8408.623249831888,refund,evening,876,in-store,no
1875,7330.687432214843,debit,night,813,online,no
1876,5426.949682863565,debit,night,800,online,no
1877,5907.573427683141,refund,evening,388,online,no
1878,5088.521863693637,refund,night,757,in-store,no
1879,2982.5090286750174,refund,evening,961,online,no
1880,5654.569708661571,refund,afternoon,865,in-store,no
1881,6891.964167480406,refund,night,455,in-store,no
1882,8734.49592944947,refund,evening,713,online,no
1883,6366.550626252688,credit,night,705,in-store,no
1884,7613.604155061148,refund,afternoon,848,in-store,no
1885,1609.1156331961843,debit,night,658,online,no
1886,4620.959169453701,debit,evening,310,online,no
1887,103.22288207266203,debit,night,127,online,no
1888,2474.321856571014,refund,night,175,online,no
1889,7267.3525339789185,debit,evening,134,in-store,no
1890,9918.18141398014,credit,morning,66,in-store,no
1891,1000.7892148762869,refund,night,393,online,no
1892,4020.92821545427,debit,night,964,online,no
1893,8002.708977304604,credit,afternoon,365,online,no
1894,2048.315989942699,credit,morning,279,in-store,no
1895,5555.29864352984,debit,afternoon,758,online,no
1896,7333.382247336452,credit,evening,363,in-store,no
1897,6163.694648099188,debit,evening,749,in-store,yes
1898,1888.367098808007,credit,afternoon,171,in-store,no
1899,3560.291841170537,refund,night,51,in-store,no
1900,7840.079927009118,refund,morning,328,online,no
1901,5546.7228761788465,refund,afternoon,871,online,no
1902,62.24383929369824,refund,afternoon,665,online,no
1903,7612.297692680658,refund,evening,592,in-store,no
1904,362.76043585298834,debit,night,931,in-store,no
1905,7459.880489485009,refund,morning,145,online,no
1906,2032.7807960507218,refund,afternoon,274,in-store,no
1907,9581.154066392608,refund,morning,155,in-store,no
1908,3685.728105507824,refund,morning,911,in-store,no
1909,3276.0468472174102,credit,afternoon,508,online,no
1910,1497.3916228211224,refund,morning,849,online,no
1911,3062.986112747247,refund,evening,363,online,no
1912,8767.741110663723,debit,night,325,in-store,no
1913,9963.3800328962,credit,night,848,online,no
1914,3689.412209763415,debit,night,655,online,no
1915,4491.620203235881,refund,evening,298,online,no
1916,7223.488672645343,debit,evening,494,in-store,no
1917,8863.095846846094,debit,evening,546,in-store,no
1918,5934.5128985259735,refund,night,304,in-store,no
1919,3921.341724796515,credit,morning,467,in-store,no
1920,4132.092190077751,credit,evening,904,in-store,no
1921,6959.2252835031,debit,afternoon,239,online,no
1922,42.15045340674403,refund,evening,650,online,no
1923,6199.697481223809,debit,afternoon,766,in-store,no
1924,3561.3751743091602,debit,night,517,in-store,no
1925,7944.031339458072,debit,afternoon,884,online,no
1926,938.9764918330902,refund,evening,176,in-store,no
1927,5886.140646814421,refund,evening,885,in-store,no
1928,4814.919169962376,credit,morning,410,in-store,no
1929,6426.832003793222,refund,night,726,in-store,yes
1930,657.8874088848538,debit,afternoon,364,in-store,no
1931,5804.0380364070315,debit,night,23,online,no
1932,5619.231033715642,credit,evening,318,online,no
1933,5610.994343217548,refund,morning,525,in-store,no
1934,6038.8417892985835,debit,evening,905,in-store,no
1935,6767.914692891359,credit,evening,753,online,no
1936,8051.84010681089,credit,evening,276,in-store,no
1937,2705.508994080861,debit,afternoon,604,online,no
1938,8252.24360769882,debit,evening,620,in-store,no
1939,4987.574265811902,refund,night,953,online,no
1940,779.8122085519683,credit,night,229,online,no
1941,594.9237831473522,debit,morning,664,in-store,no
1942,3349.0408037736474,credit,night,108,in-store,no
1943,7851.120801343561,refund,evening,801,online,no
1944,7079.7325380617485,debit,evening,916,in-store,no
1945,7888.263497077341,refund,night,956,online,no
1946,5177.517873851678,credit,morning,176,in-store,no
1947,4407.587989575351,refund,morning,320,in-store,no
1948,1483.0507417957767,refund,night,286,in-store,no
1949,3288.6456085570226,credit,afternoon,876,online,no
1950,4345.8534680770135,refund,afternoon,329,online,no
1951,895.1182924993761,credit,afternoon,877,in-store,no
1952,2213.9134075850006,debit,afternoon,753,online,no
1953,5986.27068769675,credit,night,657,in-store,no
1954,7359.274511249507,credit,morning,356,online,no
1955,9983.491638815567,debit,evening,14,in-store,no
1956,9331.80218012214,credit,evening,275,online,no
1957,6429.226343356563,debit,night,71,online,no
